Name,Address,,State,City,Phone,Email,PPN
Lk Hospital Pvt Ltd,4-159  4-172   Maruthi Nagar  Geeta Nagar Malkajgiri  Malkajgiri,,Telangana,Hyderabad,040 - 27052200,lkhospital1@gmail.com,Yes
Logidasans Hospital,14  RAJAJI STREET  MANAVALA NAGAR. Thiruvallur District,,Tamil Nadu,Chennai,27640496,LOGIDASANHOSPITAL@GMAIL.COM,No
Lok Clinic,A-2-7 Janakpuri  New Delhi,,Delhi,New Delhi,011 - 25553689 / 25533689,lokclinic@gmail.com,No
Lokmanya Hospital,Tilak Road  Pradhikaran,,Maharashtra,Pune,020-67392000,lokmanyanigdi44@gmail.com,Yes
Lokmanya Hospital Pvt Ltdr,328  E Ward Royal Plaza Dabholkar Corner New Shahupuri Kolhapur,,Maharashtra,Kolhapur,231-2657888/2656888,lokmanyahospitalkop@gmail.com,No
Lokmanya Hospitals,Chinchwad Pune - 411033,,Maharashtra,Pune,020 - 7456496 / 7456497 / 7456498,lokmanyachinchwad@yahoo.com,Yes
Lokmanya Hospitals,484/6  MITRA MANDAL COLONY  PARVATI  PUNE.,,Maharashtra,Pune,24424042,shreya.lokmanya@gmail.com,Yes
Lokpriya Hospital,NEAR AMBER CINEMA G T ROAD MODINAGAR,,Uttar Pradesh,Modinagar,247555,HOSPITALLOKPRIYA2@GMAIL.COM,No
LokPriya Hospital.,Samrat Place  Gargh Road,,Uttar Pradesh,Meerut,2760040,lokpriya_hospital1@rediffmail.com,No
London Ortho Speciality Hospital,Opp. Anna Park Omalur Main Road  (A Unit Of Adhi Speaciality Hospital Pvt. Ltd),,Tamil Nadu,Salem,"427-2353033, 2353040",londonorthosh@gmail.com,Yes
Longia Eye Hospital,54 Guru Nanak Colony Rajpura,,Punjab,Patiala,225869,singh.drharinder@gmail.com,No
Lopamudra Medicare Center,ATHUR VILLAGE AND POST VIA POLLIBETTA,,Karnataka,Koppal,248656,,No
Lord Mahavira,Near Hotel Drive Inn  Dattowal  Nalagarh,,Himachal Pradesh,Nalagarh,01795 - 223269 / 222838,drajitpauljuain@yahoo.com,No
Lords Hospital,Tc 76/2183(1)  Anayara  Trivandrum-29,,Kerala,Thiruvananthapuram,0471 - 2743333,insurance@lordshospital.org,No
Lotus Childrens Hospital,#6-2-29  Lakedikapul  Hyderabad  Lakdikapul,,Telangana,Hyderabad,040 - 40404444,lotusbilling@gmail.com,Yes
Lotus Cure Multi Speciality Hospital,Survey No 56  Hasmathpet Road,,Telangana,Hyderabad,42020439,LOTUSCUREINS@GMAIL.COM,Yes
Lotus Eye Care Hospitals,Avanashi Road  Civil Aerodrome Post,,Tamil Nadu,Coimbatore,4229900,insurancelotus@gmail.com,Yes
Lotus Eye Hospital And Institute Ltd,155b  East Perisamy Road  Near Chinthamani  R. S. Puram,,Tamil Nadu,Coimbatore,0422-2552161/ 4239900,insurancelotus@gmail.com,Yes
Lotus Eye Hospital And Institute Ltd,NO.5(2) GAJALAKSHMI THEATRE ROAD NEAR MGB,,Tamil Nadu,Tirupur,0421-4219999,INSURANCELOTUS@GMAIL.COM,Yes
Lotus Eye Hospital And Institute Ltd,52/2  Peramanur Eeat Street,,Tamil Nadu,Salem,0422-2552161/ 4239900,insurancelotus@gmail.com,Yes
LOTUS EYE HOSPITAL AND INSTITUTE LTD,28  COIMBATORE MAIN ROAD,,Tamil Nadu,Mettupalayam,04254-223223,insurancelotus@gmail.com,Yes
Lotus Hospital,Wz-409-A  Janakpark  Harinagar  New Delhi,,Delhi,New Delhi,011 - 45467700 / 45615770 / 45615771 / 45615777,LOTUSHOSPITAL.GUPTA@GMAIL.COM,Yes
Lotus Hospital,Plot no.2 Jeevan Nagar Main Ballabhgarh Sohna Road,,Haryana,Faridabad,9792175508,,Yes
Lotus Hospital,16/2/51  Beside S2cinimahall  Pogata Tota  Nellore,,Andhra Pradesh,Nellore,2304289,lotushospitalnlr@gmail.com,No
Lotus Hospital,Kanjialpara  Indiranagar,,West Bengal,Kolkata,25731021/1022,LOTUSHOSPITAL8@GMAIL.COM,Yes
Lotus Hospital,Balaji Sadan  1St Floor  Plot No 20D  Near Modern College  Sector -15  Vashi  Navi Mumbai,,Maharashtra,Navi Mumbai,9773380662,LOTUSHOSP09@GMAIL.COM,Yes
Lotus Hospital And Research Centre,Cs No. 1962  E Ward  10th Lane  Opp. Mahalaxmi Bank  Kolhapur,,Maharashtra,Kolhapur,0231 - 2526945 / 2532650 / 2531851,lotushospital@yahoo.co.in,No
Lotus Hospital Gurgaon,389/3  Prem Nagar   Mata Road   Near Main Bus Stand   Gurgaon,,Haryana,Gurgaon,8800890001,tpadesk@lotushospital.org,No
Lotus Hospitals,10-59-9  opp:waltair club  siripuram  visakhapatnam,,Andhra Pradesh,Visakhapatnam,9246636088,lotushospitalsvizas@gmai.com,No
Lotus Hospitals For Women & Children - kukatpally,HIG No.15 JNTU Hitech City City Road KPHB,,Telangana,Hyderabad,40406666,,Yes
Lotus Hospitals Research Centre Ltd,Poondurai Main Road  Kollampalayam Bus Stop  Kollampalayam Bus Stop,,Tamil Nadu,Erode,0424 - 2282828,lotushospitals.erode@gmail.com,No
Lotus Multispeciality Hospital,Satyam Apartment  Dutt Mandir Road  Off. Village Road  Bhandup West,,Maharashtra,Mumbai,022- 256664919 / 9821502416,LOTUSHOSPITAL07@GMAIL.COM,Yes
Lotus Multispeciality Hospital,Ground floor  Vinayak Apartment  Kandivali- West  Opp Dominos MG Road,,Maharashtra,Mumbai,28060100,LOTUSMHOSP@GMAIL.COM,Yes
Lotus Multispeciality Hospital,NEAR YASHWANTRAO CHAVAN NATYAGRUH MAHILA COLLEGE ROAD BEED,,Maharashtra,Beed,9881708786,,No
Lotuss Hospital,B4/5 C1/2 Dev Pardise Bldg Kanakiya Mira Road East.,,Maharashtra,Thane,9869722376/8080806558,LOTUSSHOSP2017@REDIFFMAIL.COM,Yes
Lourde Hospital,Chiravakku  Taliparambu  Kannur-670141 Kerala,,Kerala,Kannur,0460 - 2200160 / 164,lourdehospital@gmail.com,No
Lourdes Hospital,Pachalam  Cochin  Ernakulam,,Kerala,Ernakulam-Cochin,0484 - 4121226 / 4123456,creditdesk@lourdeshospital.in,No
Lucknow Healthcity Trauma Centre And Superspeciality Hospital Pvt Ltd,NH A & B   VIJAY KHAND - 2  GOMTI NAGAR  LUCKNOW,,Uttar Pradesh,Lucknow,2304177/2304377,HEALTHCITYLKO@GMAIL.COM,No
Lucknow Hospital,B-1  Sindhu Nagar  Behind Krishna Nagar Kothwali  Kanpur Road  Lucknow - 226004,,Uttar Pradesh,Lucknow,0522 - 2470855 / 2471013,lko_hos2005@yahoo.com,No
Ludhiana Mediways Private Limited,Near Octroi Post   Ferozpur Road,,Punjab,Ludhiana,0161 - 5099502 / 505,SEKHONBS@SATYAM.NET.IN,Yes
Lunkad Hospital,Bombay Pune Road  Dapodi,,Maharashtra,Pune,020 - 27148194 / 27148195,lunkadhospital@hotmail.com,No
"Lv Prasad Eye Institute, Patia, Bbsr",347 (P) P.O KIIT Patia,,Odisha,Bhubaneswar,3987999/3989202,B.LVPEI-INSURANCE@LVPEI.ORG,No
Lyf Hospital (A Unit Of Indirapuram Hospital Pvt Ltd),NH-4  Gyan Khand- 1  Indirapuram,,Uttar Pradesh,Ghaziabad,4504100/4504101,LYFHOSPITAL@GMAIL.COM,Yes
M A G J Hospital,Mar Augutine Golden Jubily Hospital Mookkannoor Angamaly,,Kerala,Angamaly,0484 - 2615486 / 2615393,claims@magjhospital.org,No
M A J Hospital,Edapally P.O  Cochin,,Kerala,Ernakulam-Cochin,0484 - 2344996 / 2346996,insurance@majhospital.com,No
M B Nursing Home Pvt Ltd,558/1  Dilkhusa Street  Near Park Circus 4 No. Bridge,,West Bengal,Kolkata,033 - 22873663 / 30901222 / 30905278,mbnursinghomepvtltd@gmail.com,Yes
M D Eye Care And Laser Centre,M-165  G.F. Greater Kailash  Part-Ii,,Delhi,New Delhi,011 - 292281014 / 29228102,mdeyecentrem165@gmail.com,Yes
M G S Hospital,35/37  Rohtak Road  West Punjabi Bagh,,Delhi,New Delhi,011 - 45111444 / 25226100 - 103,mgs_hospital@yahoo.co.in,Yes
M J Hospital,M.J.Nagar  Armoor,,Telangana,Nizamabad,08463 - 223333,mjharmoor@gmail.com,No
M K Bhandari Hospital,Gunj Road  Opp To Goushala,,Karnataka,Raichur,08532 - 235611 / 9945798306 / 9844115528,mkbhospital1994@gmail.com,No
M L Hospital,Punnai Nagar  Rajakkanangalam Road,,Tamil Nadu,Nagarcoil,264792,MLHOSPITAL1@GMAIL.COM,No
M M Chokshi Medical Centre,2-A Gokhle Colony,,Gujarat,Vadodara,2342584,mmcmedical@gmail.com,No
M M Hospital,Door No 21/626  Salt Felt Road ,,Andhra Pradesh,Kadapa,242830,MMHOSPITALKADAPATPA@GMAIL.COM,No
M M Hospital,6  Police Line  Ambala City,,Haryana,Ambala Cantt,0171 - 2551533 / 9896121133,aggarwalsk@dr.com,Yes
M M Joshi Eye Institute,Padma Nanyanalaya  Gokul Road  Hosur,,Karnataka,Hubli,0836 - 2000876 / 2228431 / 32 / 33,mmjoshi_hubli@rediffmail.com,No
M M Joshi Eye Institute,Someshwar Heights  Opp Dho Office  Haliyal Road,,Karnataka,Dharwad,22791111,MMJEI.DHARWAD@GMAIL.COM,No
M M Multi Speciality Hospital,K R S AGARHARA   B.M ROAD,,Karnataka,Tumkur,220033,m.m.hospital12@gmail.com,No
M N Eye Hospital Pvt Ltd,781  Th Road  Tondiarpet,,Tamil Nadu,Chennai,044 - 25956403,mneyehosp@yahoo.com,Yes
M N Eye Hospital Pvt Ltd.,No. 33/18  M. G. Road  2nd Avenue  Sasthri Nagar  Adyar,,Tamil Nadu,Chennai,044-24902227,drmadhi@yahoo.com,Yes
M N Orthopaedic Hospital,14  Bank Street  Off: New Avadi Road,,Tamil Nadu,Chennai,044 - 26449979 / 26441572,drmayilnatarajan@gmail.com,Yes
M R Hospitals,20  Govindan Street  Ayyavoo Colony,,Tamil Nadu,Chennai,044 - 23633313 / 23633314 / 23633317,mail@mrhospitalchennai.com,Yes
M S Hospital / Senthil Nursing Home,91  Butterworth Road  Near Chathiram Bus Stand,,Tamil Nadu,Trichy,431-2703220,mshospitalstry@yahoo.in,No
M S Hospitals,Road No1  18.2.263  Abbanna Colony  Near Tirumala Bypass Raod,,Andhra Pradesh,Tirupati,0877 - 2282459 / 2280779,Kunsrujan@yahoo.in,No
M S Ramaiah Hospitals,M S Ramaiah Memorial Hospital  M.S.R. Nagar  Msr It Post  Bangalore,,Karnataka,Bengaluru,080 - 40503286 / 23608888 / 23601615 / 23605958,insurancehelpdesk@msrmh.com,Yes
M S Ramaiah Narayana Hrudayalaya Heart Center,6th Floor  M.S.Ramaiah Memoral Hospital Building  Msrit Post  New Bel Road,,Karnataka,Bengaluru,22183078,msrnhaccs@gmail.com,Yes
M S Reddy Lions Eye Hospital,APHB Colony  Meerpet  Moula Ali,,Telangana,Hyderabad,27136994,msrleyehospital@yahoo.com,Yes
M V Eye Care Centre,No.10 Kalidas Road Ram Nagar,,Tamil Nadu,Coimbatore,422-2231260/ 2235296,mveyecarecentre@gmail.com,Yes
M V Hospital For Diabetes,# 4  West Mada Church Street  Royapuram,,Tamil Nadu,Chennai,044 - 25954913 / 15,mrd@mvdiabetes.com,No
M V S Accident Hospital,# 33-25-32  Surya Rao Pet,,Andhra Pradesh,Vijayawada,0866 - 2435555 / 2430545,mjnaidu1@gmail.com,No
M/S Indus Nursing Home Pvt Ltd,Andul Rd.Podrah  Howrah  Howrah  Andul Rd,,West Bengal,Howrah,033 - 26445323,mail4rajib@yahoo.in,No
M/S Mydhili Hospital,14/20 I.C.S Road Gudur  Spsr Nellore (D.T),,Andhra Pradesh,Nellore,8624-253896/ 253897,mydhilihospitalgudur@yahoo.in,No
M/S. Sigma Hospital,H.No.7-1-161  Laxmipur ,,Telangana,Warangal,9885888605,INSURANCE.SIGMAHOSPITAL@GMAIL.COM,No
Ma Sarada Hospital Pvt Ltd,160 GT Road  Konnagar,,West Bengal,Hooghly,26745678,CASHLESS.MSH@GMAIL.COM,No
Maa Children Hospital,1st Floor Lalita Towers  Nr. Rajpath Hotel  B/H Railway Station,,Gujarat,Vadodara,0265 - 2325454 / 9824055889,drgopalagrawal@yahoo.com,No
Maa Durga Nursing Home,RAJBANDH BUS STAND,,West Bengal,Burdwan,2520972,,No
Maa Hospital ( Dr Paresh Makwana  ),SAYAJI PARK  AJWA ROAD  VADODARA-390019,,Gujarat,Vadodara,2971497,maahospital@gmail.com,No
Maa Hospitals Pvt. Ltd. (Maa Ent Hospitals),Road No: 36 Jubilee Hills,,Telangana,Hyderabad,23212166 / 77,admin@maaent.com,Yes
Maa Kamakhya Multispeciality Hospital ( A Unit Of Kamakhya Medical And Educational Trust ),Opp Devi Mandir  Padampur Sukro,,Uttarakhand,Kotdwara,,,No
Maa Nursing Home Netrajyothi Eyecare Centre,Himachal Building Opp Sunder Nagar  S V Road  Malad [ West ],,Maharashtra,Mumbai,022 - 28752102 / 9820072543,JUGALSHAH@HOTMAIL.COM,Yes
Maa Ram Pyari Ortho Hospital Research Centre Pvt Ltd,Yadav Bhawan  Karamtoli,,Jharkhand,Ranchi,2563952,rpochospital@hotmail.com,No
Maa Ram Pyari Superspecialty Hospital,Harihar Singh Road  Bariatu,,Jharkhand,Ranchi,2540004,MRPSH.RANCHI@GMAIL.COM,No
Maa Seva Ashram Nursing And Diagnostic Centre,Itkhola [ Near Bhanga Pull  alipurduar,,West Bengal,Alipurduar,3564-274145/9233516459,,No
Maa Shakti Hospital Pvt Ltd,Plot No. 168  Ekamra Marg  Unit - 6  Bhubaneshwar,,Odisha,Bhubaneswar,0674 - 2595300 / 301 / 302,maashaktihospital@yahoo.co.in,No
Maa Sharda Hospital,84/70 New Berana,,Uttar Pradesh,Allahabad,0532 - 2418057,maasharadahospital@gmail.com,No
Maa Vaishnavi Multispeciality Hospital,Next to Kopari Telephone Exchange Opp.Gurudwara station Road Thane,,Maharashtra,Thane,25326364,CASHLESS.MVMHOSPITAL@GMAIL.COM,Yes
Maarikamba Hospital And Diagnostic Centre,Veersavarkar Road  Bellekere,,Karnataka,Sirsi,08384 - 228132 / 229597,marikamba.hospital@yahoo.com,No
Maars Hospital And Heart Institute,GARHI BOLNI ROAD  NEAR PWD OFFICE  REWARI,,Haryana,Rewari,255556,INFO@MAARSHOSPITALS.COM,No
Maaruthi Medical Centre And Hospitals.,No. 564  Perundurai Road,,Tamil Nadu,Erode,2264949/2250517,DR.SADASIVAM@GMAIL.COM,Yes
Maatha Childrens Hospital,OPP.TTD KALYANA MANDAPAM VENKATESHWARA THEATRE BACKSIDE NEAR ASHOKA AUTO STORE N.H.ROAD MANCHERIAL,,Telangana,Mancherial,08736-252108,,No
Maax Life Hospitals,#A/529  Opposite Mega Function Hall,,Telangana,Hyderabad,040-24078717,claims.maaxlifehospitals@gmail.com,Yes
Maaya Speciality Hospitals,no:12 PRH road New lakshmipuram Near rettari Junction kollathur ,,Tamil Nadu,Chennai,25658909,DR.MAAYAMULTISPECIALITY@GMAIL.COM,Yes
Maccare Super Speciality Hospital,opp. saint monika d.ed. college  zopadi canteen  savedi  ahmednagar  maharashtra,,Maharashtra,Ahmednagar,,,No
Madaan Hospital,Majihita Road,,Punjab,Amritsar,0183 - 2571789,madaan_hospital@yahoo.com,Yes
Madhava Hospital,15pointcare Street  Nellithope,,Pondicherry,Pondicherry,0413 - 2202323,clinicuro@yahoo.com,No
Madhava Nursing Home,43 Sarojini Devi Road Sec-Bad  Sd Road,,Telangana,Hyderabad,040 - 27700955 / 27700431 / 66313730,mnhs.sec@gmail.com,Yes
Madhu Polyclinic And Nursing Home,Mini Apart  Ground Floor  Opp. Sarvodaya Nagar  Jungal Mangal Road  Bhandup West,,Maharashtra,Mumbai,022 - 25959802 / 25965290,sjdalal@rediffmail.com,Yes
Madhukar Rainbow Childrens Hospital,GF  FF  SF  TF  FC --29  PLOT NO 5  GEETANJALI ENCLAVE  MALVIYA NAGAR,,Delhi,New Delhi,8448799504,TPA.MNDER@RAINBOWHOSPITALS.IN,Yes
Madhulok Hospital,628  K Block   Kidwai Nagar,,Uttar Pradesh,Kanpur,0512 - 2641400 / 2610503,madhulokhospital@rediffmail.com,No
Madhumani Nursing Home,H. No-2-444-C  Balaji Complex,,Andhra Pradesh,Kurnool,243210,madhumaninursinghome@gmail.com,No
Madhura Nursing Home,1st Floor  Sukmani Palace  Veer Savarkar Nagar  Navghar  Vasai(W)-401202  Veer Savarkar Nagar  Navghar  Vasal,,Maharashtra,Mumbai,0250 - 2332658 / 2339850,rajeev.akerkar@gmail.com,No
Madhuram Hospital,A/52  Dajinagar Society  Harni Varasia Ring Road,,Gujarat,Vadodara,0,ashishbhalsod@yahoo.com,No
Madonna Health Care,Aluva Road  Angamaly,,Kerala,Angamaly,484-245566,madonnahospital@rediffmail.com,No
Madras Medical Mission,4-A  Dr. J. Jayalalithaa Nagar  Mogappair,,Tamil Nadu,Chennai,044 - 26561801 / 26565961 / 26565991,mmminsurance@gmail.com,No
Madurai Eye Center,137  East Periasam Road  R S Puram  Coimbatore,,Tamil Nadu,Coimbatore,0422 - 2553077 / 2546221,MADURAIEYECENTER@GMAIL.COM,Yes
Madurai Institute Of Orthopaedics And Traumatology,Miot  Plot No.629  K K Nagar  Madurai,,Tamil Nadu,Madurai,0452 - 2583147 / 2583146,mvrmiot1@gmail.com,No
Maeers Vishwaraj Hospital,Sr.no.499  MIL No. 3/1025 ,,Maharashtra,Loni-Kalbhor,67085901,mediclaim.vrh@gmail.com,Yes
Magdum Hospital,NEAR RAM MANDIR KOSHTI LANE KAHRDEKAR CHOWK,,Maharashtra,Kolhapur,243287,magdumhospital80@gmail.com,No
Magnasv Hospital,#18-79  Manikanta Crown Complex  Chaitanyapuri X Roads ,,Telangana,Hyderabad,24059511 / 20459577,rammurthy.magnasvenf@gmail.com,Yes
Maha Durga Chartiable Trust,4C Institutional Area Model town delhi,,Delhi,DWARKA,,,Yes
Mahadeshwara Nursing Home,# 7  Buddamarga  Siddartha Nagar,,Karnataka,Mysore,0821 - 2471547 / 2477145 / 2475873,sreemahadeshwaranursinghome@gmail.com,No
Mahadev Super Speciality Hospital(Cashless Only For Govt Business),MAHIMA COMPLEX VYAPAR VIHAR BILASPUR 495001,,Chattisgarh,Bilaspur,7509691231,VARUN97971@GMAIL.COM,No
Mahadevappa Eye Laser Hospital,15th Cross S S Puram (Horticulture Office Road ) Tumkur,,Karnataka,Tumkur,816-2275836,girijaj98@gmail.com,No
Mahajan Eye Centre,AD-21A  Pitampura  Delhi,,Delhi,New Delhi,931114660,MAHAJAN.EYE.CENTRE@GMAIL.COM,Yes
Mahajan Eye Hospital And Maternity Home,Iii  Shaheed Udham Singh Nagar  Near Rock Garden,,Punjab,Jalandhar,181-2227608/2242418/5074560,vjmahajan183@gmail.com,Yes
Mahajan Hospital,Gate Khazana,,Punjab,Amritsar,0183 - 2522235,mahajanhospitalamritsar@gmail.com,Yes
Mahajan Hosptial,A-4 MILAP NAGAR  (ADJACENT TO EAST UTTAM NAGAR  METRO STATION ),,Delhi,New Delhi,45680102,,Yes
Mahajan Ortho And Surgical,Opp. Dhantoli Park  Abhyankar Road  Dhantoli  Nagpur-400012,,Maharashtra,Nagpur,0712 - 2428370,mosh.dhantoli@gmail.com,No
Mahal Multispeciality Hospital,4-BX SOUTH CITY ,,Punjab,Ludhiana,2809100,,Yes
Mahalakshmi Hospital,37  M.T.H.Road  Ambattur,,Tamil Nadu,Chennai,44-26584464,criticaremaha@gmail.com,Yes
Mahalakshmi Hospital,Haresh Plaza  Deendayal Road  Near Samrat Hospital,,Maharashtra,Thane,0251 - 2490677 / 3203264,mahalaxmihosp@yahoo.in.co.in,No
Mahalakshmi Hospitals,Rama Mahal Ladies Gate Road  R R Peta,,Andhra Pradesh,West Godavari,240301,MAHALAKSHMIHOSPITAL2013@GMAIL.COM,No
Mahalakshmi Hrudayalay Pvt Ltd,2021/B  Rajarampuri 6th Lane E Ward Kolhapur,,Maharashtra,Kolhapur,231-2522894/95,shrisai.cardiac@gmail.com,No
Mahalakshmi Multispeciality Hospital,NO.1/164  MOUNT POONAMALLEE HIGH ROAD  IYYAPPANTHANGAL  CHENNAI - 56,,Tamil Nadu,Chennai,48678283/84,MMSHOSPITALINSURANCE@GMAIL.COM,Yes
Mahalakshmi Nursing Home,Behind Manju Theatre  Near Pochamma Temple  3-2-320  S.S.Street  Secunderabad,,Telangana,Hyderabad,040 - 27812840,mnh_healthfirst@rediffmail.com,Yes
Mahalakshmi Nursing Home Khaleelwadi,khaleelwadi nizamabad telangana,,Telangana,Nizamabad,254050,,No
Mahalaxmi Eye Clinic And Laser Centre,Andrade Arcade  1st Floor,,Karnataka,Udupi,8722274321,mahalaxmieyeclinic@gmail.com,No
Mahalaxmi Eye Hospital,27 SHREE NAGAR  OPP.MILL KAMDAR SOCIETY ,,Gujarat,Kalol,,,No
Mahalaxmi Hospital,1932  A  Rajarampuri 12th Lane  Kolhapur - 416008.,,Maharashtra,Kolhapur,0231-2533851,MAHALAXMIHOSPITAL72@GMAIL.COM,No
Mahalaxmi Memorial Hospital,Devikere Road   Sirsi,,Karnataka,Sirsi,08384 - 225341 / 228667 / 228177,mmhospital@sancharnet.in,No
Mahalaxmi Multi Specialty Hospital,NEAR IDBI BANK HOPALWADI ROAD DAUND,,Maharashtra,Daund,9970317972,,No
Mahanth Hospital,# 8  1-St Cross  N.G.R.Lay Out  Roopena Agrahara,,Karnataka,Bengaluru,080 - 32482188 / 9341069222,mahanth.hospital@gmail.com,Yes
Mahapatra Hospital,Saanta Sahi  Canal Road,,Odisha,Cuttack,2424000,MAHAPATRA.HOSPITAL@GMAIL.COM,No
Maharaja Agrasen Health Care Centre,Fulbari (Near Truck Terminus)  P.O. Fulbari Hat,,West Bengal,Siliguri,3047777,CASHLESS@MAHSLG.ORG,No
Maharaja Agrasen Hospital,West Punjabi Bagh  New Delhi,,Delhi,New Delhi,011-40777555/666/777,mah26delhi@gmail.com,Yes
Maharaja Agrasen Hospital,CENTRAL SPINE  SECTOR-7 VIDHYADHAR NAGAR,,Rajasthan,Jaipur,2334609,,Yes
Maharaja Agrasen Hospital Dwaraka,SECTOR-1 DWARAKA,,Delhi,New Delhi,28088135,tpa.mahdw@gmail.com,Yes
Maharaja Hospital,OPP PNB BANK CIRCULAR ROAD  REWARI,,Haryana,Rewari,254040,TPA.MAHARAJAHOSPITAL@GMAIL.COM,No
Maharana Pratap Hospital,gulabbag dewas naka main near mrf tyre indore,,Madhya Pradesh,Indore,4070002,,No
Maharshi Heart And Critical Care Hospital,Anand Nagar  Behind Mukhadham  Datta Mandir  Nasik Road,,Maharashtra,Nashik,0253 - 2463619,dr.rakeshtiwari3@gmail.com,No
Mahashabde Netralaya And Child Care Centre,6 Indira Gandhi Nagar Keshar Bag Road,,Madhya Pradesh,Indore,731-4268118 / 2471688,snehakhare20@gmail.com,Yes
Mahashweta Hospital Pvt Ltd,M.A. Road  Opp. District Jail  Chaukaghat,,Uttar Pradesh,Varanasi,"542-2507216, 9415685220",mahashwetahpl@gmail.com,No
Mahathma Eye Hospital,No. 6  Sesha Puram  Tennur  Tiruchirapalli  Tamil Nadu,,Tamil Nadu,Trichy,0431 - 2740494 / 2741198 / 2742400,info@mahathmaeyehospital.org,No
Mahathma Gandhi Super Speciality Hospitals,d.no15-8-12 panasathita narasaraopet,,Andhra Pradesh,Narasaraopet,230007,,No
Mahatma Gandhi Cancer Hospital And Research Institute,1/7 Mvp Colony  Vishkapatnam  MVP Colony,,Andhra Pradesh,Visakhapatnam,0891 - 2551811,mgchbilling.tpa@gmail.com,No
Mahatma Gandhi Hospital,Riico Institutional Area  Sitapura  Tonk Road,,Rajasthan,Jaipur,141-2771777,mghtpa@mgumst.org,Yes
Mahatma Gandhi Institute Of Medical Science…..*,Near ITI Chowk  Behind Hari Place  Tosham Road,,Haryana,Hisar,,,No
Mahatma Gandhi Medical College And Research Centre,Puduvai - Cuddalore Main Road  Pillaiyar Kuppam,,Pondicherry,Pondicherry,0413 - 2615449 - 456,mahatmagandhiclaim@gmail.com,No
Mahatma Gandhi Mission Hospital,Sector 1/A  CBD Belapur  Navi Mumbai,,Maharashtra,Mumbai,022 - 27570219 / 27572293 / 27576703,msmgmcbd@gmail.com,No
Mahatma Gandhi Missions New Bombay Hospital,Plot No-35 Sector-3 Vashi Navi Mumbai,,Maharashtra,Mumbai,022 - 27822203 / 1659,mgmtpa@gmail.com,Yes
Mahatma Gandhi Multispeciality Hospital And Research Center,NEAR NEW BUS STAND MUNDARGI ROAD,,Karnataka,Gadag,2234599/9008371363,MGMHOSPITALGDG@GMAIL.COM,No
Mahaveer Hospital And Medical Research Centre,Shrikrishna Peth Amravati,,Maharashtra,Amaravati,0721 - 26605652660601,mahaveer_hospital@yahoo.co.in,No
Mahaveer Hospital And Trauma Centre,76 E  Station Road  Panki   Kanpur,,Uttar Pradesh,Kanpur,8896431602,TPADESK.MAHAVEERHOSPITAL@GMAIL.COM,No
Mahavir Ent Hospital,8-A-4 MAHAVIR NAGAR RD CIRCLE,,Rajasthan,Kota,5149010,MAHAVIRMEDICARE@GMAIL.COM,No
Mahavir Eye Hospital,1ST FLOOR  NARIMAN COMPLEX  NEAR LAXMI TALKIES,,Gujarat,Anand,241113,DR.MAHAVIR_ANAND@REDIFFMAIL.COM,No
Mahavir Hospital,Nr Old Viva College Ram Mandir Road,,Maharashtra,Mumbai,2502790/2502890,MAHAVIRHOSPITALVIRAR@GMAIL.COM,Yes
Mahavir Hospital And Research Centre,10-1-1  Bhagwan Mahavir Marg  A.C Guards,,Telangana,Hyderabad,23497300 / 23497308,mhrccreditdept@gmail.com,Yes
Mahavir Jaipuriya Rajasthan Hospital,MILAP NAGAR JLN MARG JAIPUR,,Rajasthan,Jaipur,1412720020,,Yes
Mahavir Maternity & General Hospital,Rushabh Apartment ,,Maharashtra,Mumbai,28402944,MLDT.PG@MTNL.NET.IN,Yes
Mahavir Multispeciality Hospital,Beside Radhe Govind Apt  Nr. Kaladarshan Cross Road  Waghodia Road,,Gujarat,Vadodara,265-2521133,kruteshshah@hotmail.com,No
Mahavir Nursing Home And Research Ltd,2A SCHEME NO.71 SECTOR-C FOOTI KOTHI  CHORAHA INDORE,,Madhya Pradesh,Indore,,vijaymnh@rediffmail.com,No
Mahendra Hospital,JAIN NAGAR  YAMUNA NAGAR  JAGADHRI,,Haryana,Jagadhri,233698,MAHENDRAHOSPITAL@REDIFFMAIL.COM,No
Mahendra Orthopadic Centre,C-9/3 OPP.gulab marriage garden   chitrakoot jaipur,,Rajasthan,Jaipur,9269966073/ 9414606281,,Yes
Maher Maternity And Nursing Home,Swami Arked  4th Floor  Above Dena Bank  Next To Batukbhai Jwellers  West High Court Road,,Maharashtra,Nagpur,0712 - 2522172,vaidehimarathe@ymail.com,No
Mahesh Hospital,1st Floor  Balaji Apartments  Poona- Link Road  Kalyan (E),,Maharashtra,Kalyan (E),0251 - 2331577,drsmchaudhari@yahoo.co.in,Yes
Mahesh Hospital,NEAR MAHESH HARDWARE NH 66 VARAMBALLI VILLAGE BRAHAMAVARA POST,,Karnataka,Bhramavara,2562656/2563956,MAHESHHOSPITAL@GMAIL.COM,No
